V_LA,V_LV,V_RA,V_RV,P_LV,P_RV,P_LA,P_RA,Q_MV,Q_AV,Q_TV,Q_PV,P_Ar_Sys,P_Ven_Sys,P_Ar_Pul,P_Ven_Pul,Q_Ar_Sys,Q_Ven_Sys,Q_Ar_Pul,Q_Ven_Pul
132.38117379105745,79.57577665812197,94.37802605860726,73.47860191047143,81.52194387482454,18.473153214235374,22.74861128239034,6.326461824102509,-0.000783797419288184,-0.0005904729969545417,-0.00016216037477256395,-0.00013144339162358612,125.7947454375319,37.12288528393776,28.315877850685528,24.52933491409514,105.93913661161238,96.27126900920484,123.38497096245428,54.01333629307661
132.43507901525336,79.57577647262144,94.47428829628667,73.47860188150402,80.91313390133972,18.341537166595504,22.758314222745604,6.333200180740068,-0.0007755512624410913,-0.0005978837878369217,-0.0001603158035546844,-0.00013309974986754823,125.74179076448576,37.12298175069245,28.30849910981479,24.531931183599166,105.8757520945307,96.25050716126258,123.06178177604329,53.794403840508956
132.48876585087135,79.57577630279154,94.57052977732964,73.47860185604065,80.30331592530199,18.209703195933386,22.767977853156843,6.339937084413076,-0.0007672921907676134,-0.0006053084400101215,-0.0001584683463500436,-0.00013475927128583996,125.68886777079044,37.12307779133385,28.301139699754614,24.534523541272886,105.81240593713471,96.22974546365676,122.73932644644178,53.57657992695461
132.54223540309178,79.5757761486583,94.66675050046463,73.47860183408719,79.69254872297115,18.077664008971464,22.77760237255652,6.346672535032525,-0.000759020985234447,-0.0006127461695994126,-0.00015661817257021267,-0.00013642178588233681,125.6359764372657,37.12317340625812,28.29379957657723,24.53711197319862,105.74909811610385,96.20898678099597,122.41760447928678,53.359857774838375
132.5954887702984,79.57577601024616,94.76295046096372,73.47860181564917,79.0808911620668,17.945432332206057,22.787187978653712,6.353406532267461,-0.0007507384280439746,-0.0006201961915108482,-0.00015476545189368424,-0.000138087123397728,125.58311674474109,37.12326859589578,28.286478696383956,24.53969646569506,105.68582860814375,96.18823619212122,122.09661535176569,53.14423065547993
132.64852704417518,79.57577588757798,94.8591296650683,73.47860180073181,78.46840219614711,17.81302091069197,22.796734867951532,6.360139076554781,-0.0007424453025590861,-0.0006276577195062597,-0.00015291035423620834,-0.00013975511332574915,125.53028867406053,37.1233633605674,28.27917701530754,24.542277005312243,105.6225973899316,96.16749175596108,121.77635851370853,52.92969188824097
132.7013513097306,79.57577578067499,94.95528812358349,73.47860178933993,77.85514085889176,17.68044250680661,22.806243235751506,6.366870168650845,-0.0007341423932269013,-0.0006351299662794445,-0.00015105304974029663,-0.0001414255849296722,125.47749220607918,37.123457700547704,28.271894489513322,24.544853578829837,105.5594044381395,96.14674861303695,121.45683338903251,52.71623484021949
132.75396264539424,79.57577568955698,95.0514258413666,73.47860178147808,77.24116625843043,17.54770989902366,22.81571327617096,6.373599808895662,-0.0007258304855029198,-0.0006426121435317952,-0.0001491937087686879,-0.00014309836725870717,125.42472732166493,37.12355161617062,28.26463107520328,24.547426173251065,105.49624972948,96.12600570849759,121.13803937900033,52.503852925208804
132.80636212305495,79.57577561424205,95.14754281899086,73.47860177715043,76.62653757161027,17.414835880673863,22.82514518214989,6.380327997329361,-0.0007175103657745082,-0.000650103462048686,-0.0001473325018862782,-0.00014477328916452658,125.37199400169554,37.123645107812784,28.257386728616428,24.54999477580096,105.43313324069544,96.10526473121904,120.81997586282043,52.2925396033631
132.85855080806056,79.57577555474676,95.24363905325659,73.47860177636083,76.01131403834543,17.281833258723314,22.8345391454509,6.387054733727962,-0.0007091828212855663,-0.0006576031317748703,-0.00014546959984336046,-0.0001464501793175618,125.31929222706304,37.12373817588819,28.250161406029584,24.55255937392596,105.37005494856136,96.08452978148371,120.50264219775566,52.08228838117256
132.9105297592917,79.5757755110861,95.3397145488865,73.47860177911272,75.39555495587238,17.148714852531484,22.843895356672505,6.393780018422056,-0.0007008486400597616,-0.0006651103618910284,-0.00014360517354815617,-0.00014812886622357426,125.26662197867076,37.1238308207315,28.242955063758327,24.555119955290472,105.30701482983368,96.06379989248106,120.18603772010272,51.8730928108318
