P_LV,P_RV,V_LV,V_RV
22.45412840909756,5.87841868592969,154.2706420454878,141.5683737185938
22.482816265341953,5.891817165041603,154.41408132670975,141.83634330083206
22.510808087222497,5.905093480967061,154.55404043611247,142.10186961934122
22.53809724063529,5.918243868680792,154.69048620317645,142.36487737361583
22.564677478835492,5.93126465926353,154.82338739417744,142.62529318527058
22.59054293727115,5.9441522804927835,154.95271468635573,142.88304560985566
22.615688128237924,5.95690325729383,155.07844064118962,143.1380651458766
22.640107936141916,5.969514212002465,155.20053968070957,143.39028424004928
22.663797611887986,5.981981864539188,155.31898805943993,143.63963729078375
22.686752767041117,5.994303032467804,155.43376383520558,143.88606064935607
22.708969368786633,6.006474630879906,155.54484684393316,144.12949261759812
22.730443734072722,6.018493672195852,155.6522186703636,144.36987344391704
22.751172523476296,6.030357265879542,155.75586261738147,144.60714531759083
22.771152736032747,6.042062617991703,155.85576368016373,144.84125235983404
22.790381703339747,6.053607030670676,155.95190851669872,145.07214061341352
22.808857083319516,6.064987901549575,156.04428541659757,145.29975803099148
22.826576855098665,6.07620272303177,156.13288427549332,145.5240544606354
22.843539313277258,6.0872490815010565,156.21769656638628,145.74498163002113
22.85974306180864,6.098124656492941,156.2987153090432,145.9624931298588
22.875187009129846,6.108827219743569,156.37593504564921,146.17654439487137
22.889870362846143,6.11935463418061,156.4493518142307,146.3870926836122
22.90379262401895,6.129704852900133,156.51896312009475,146.59409705800266
22.91695358284596,6.139875918038451,156.5847679142298,146.797518360769
22.929353314166406,6.149865959596738,156.64676657083203,146.99731919193476
22.94099217266958,6.159673194269648,156.7049608633479,147.19346388539296
22.95187078977175,6.169295924192631,156.75935394885875,147.3859184838526
22.96199007086163,6.178732535647448,156.80995035430814,147.57465071294897
22.971351192759496,6.1879814977908625,156.85675596379747,147.75962995581725
22.97995560369865,6.197041361322147,156.89977801849324,147.94082722644293
22.98780502530966,6.205910757119138,156.9390251265483,148.11821514238275
22.99490145713677,6.214588394908856,156.97450728568384,148.2917678981771
23.001247187596018,6.2230730619004975,157.00623593798008,148.46146123800995
23.006844814540734,6.23136362139359,157.03422407270367,148.6272724278718
23.01169728251338,6.2394590114339525,157.0584864125669,148.78918022867904
23.015807954451414,6.247358243450302,157.07903977225706,148.94716486900603
23.01918075700739,6.2550604008758315,157.09590378503694,149.10120801751663
23.02182050676607,6.262564637825173,157.10910253383034,149.25129275650346
23.023733751436637,6.269870177773041,157.11866875718317,149.3974035554608
23.024931438087993,6.276976312223531,157.12465719043996,149.5395262444706
23.025442932764378,6.283882399445462,157.1272146638219,149.67764798890923
23.02548599888245,6.29058786321318,157.12742999441224,149.8117572642636
23.025486048958495,6.297092191576978,157.12743024479246,149.94184383153956
23.025486266406787,6.303394904199893,157.12743133203392,150.06789808399785
23.02548648366875,6.30949597849573,157.12743241834374,150.1899195699146
23.048855197589926,6.319594372077125,157.1274335034753,150.30770341927314
23.119797436904868,6.33801859753112,157.12743458636734,150.42031937257647
23.238297587482016,6.364731242031174,157.1274356657304,150.52665523299945
23.404326411574363,6.399690562586542,157.12743674027806,150.62562444841728
23.617842944144336,6.442850039519253,157.127437808726,150.71616479751654
23.878794502951777,6.494157689101307,157.1274388697921,150.79723849211385
24.187116701556075,6.553555413816799,157.1274399221963,150.86783244586937
24.54273346519011,6.6209783967535465,157.12744096466068,150.9269588097504
24.94555704954652,6.696354561087837,157.12744199591035,150.9736561343857
25.395488062392143,6.779604177316455,157.12744301467308,151.00699263215574
25.892415488106465,6.870640176205087,157.12744401968004,151.0260816235529
26.436216715055657,6.969399230683356,157.12744500966596,151.0306558316925
27.026757565872387,7.076378117572428,157.12744598336937,151.03065910976613
27.663892330511374,7.191797504366741,157.127446939533,151.03065935858757
28.347463802227274,7.315629078403166,157.1274478769041,151.0306596039155
29.077303316341055,7.447842285363641,157.1274487942347,151.0306598455148
29.853230791893715,7.5884045028396505,157.12744969028205,151.03066008315307
30.67505477601275,7.737281048370037,157.1274505638087,151.0306603165991
31.542572491187528,7.894435188005845,157.12745141358292,151.03066054562314
32.45556988527501,8.059828145369703,157.1274522383792,151.03066076999667
33.41382168436322,8.233419111232953,157.1274530369782,151.03066098949262
34.41709144827344,8.415165253570697,157.1274538081674,151.0306612038851
35.46513162894667,8.6050217281394,157.1274545507409,151.0306614129496
36.557683631491486,8.802941689536523,157.12745526350056,151.03066161646328
37.69447787804853,9.00887630277042,157.1274559452554,151.03066181420462
38.87523387420959,9.222774755292981,157.12745659482226,151.03066200595373
40.099660278284915,9.444584269548171,157.12745721102644,151.03066219149227
41.36745497315192,9.674250115988276,157.12745779270134,151.03066237060372
42.67830514086927,9.911715626590953,157.12745833868922,151.0306625430732
44.031887339750405,10.156922208821891,157.12745884784127,151.03066270868757
45.42786758423847,10.409809360104884,157.12745931901807,151.03066286723572
46.865901427272526,10.670314682743177,157.12745975108967,151.03066301850816
48.34563404535659,10.938373899330454,157.127460142936,151.03066316229763
49.86670032598378,11.21392086858837,157.1274604934471,151.03066329839868
51.428724957780766,11.496887601696885,157.12746080152348,151.03066342660796
53.03132252317941,11.787204279082392,157.12746106607625,151.03066354672418
54.67409759337974,12.084799267620895,157.12746128602728,151.03066365854855
56.356644826004896,12.389599138328709,157.12746146031,151.03066376188397
58.078549065067065,12.701528684471965,157.12746158786902,151.03066385653597
59.83938544350053,13.020510940140968,157.12746166766087,151.03066394231226
61.638719487845336,13.346467199214187,157.1274616986538,151.03066401902282
63.4761072255462,13.679317034795954,157.12746167982868,151.03066408648036
65.35109529444613,14.018978319051708,157.12746161017844,151.03066414449967
67.26322105475616,14.365367243491768,157.12746148870912,151.03066419289829
69.21201270304668,14.718398339621299,157.12746131443944,151.0306642314962
71.19698938876641,15.077984500048125,157.12746108640147,151.030664260116
73.21766133283253,15.444036999965673,157.12746080364087,151.03066427858295
75.27352994859402,15.816465519065947,157.12746046521667,151.0306642867251
77.36408796468189,16.195178163794,157.1274600702022,151.03066428437305
79.48881955028783,16.580081490042613,157.12745961768465,151.03066427136014
81.64720044238234,16.971080526198094,157.12745910676563,151.03066424752276
83.83869807519584,17.368078796595963,157.12745853656162,151.0306642127001
86.06277171144094,17.770978345292143,157.12745790620363,151.03066416673389
88.31887257585792,18.179679760254988,157.12745721483768,151.0306641094694
90.60644399055845,18.594082197882802,157.1274564616253,151.0306640407544
92.92492151251244,19.014083407909844,157.12745564574328,151.03066396043982
95.2737330726259,19.4395797586004,157.12745476638403,151.03066386837972
97.65229911702521,19.870466262342504,157.12745382275577,151.0306637644312
100.06003274999291,20.306636601540685,157.1274528140833,151.03066364845444
